title,price,model_year,odo,aminities,specs,number_of_seats,drive_type,number_of_cylinders,body_type,transmission_type,fuel_type,rim_size,first_owner,accidents_(not_verified),currently_financed?,seller_nationality,no._of_keys,roof_type,color,service_history,warranty,service_contract
Mitsubishi Pajero V6 3.5L,"
SAR 52,000 ",2017 ,"244,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Bluetooth', 'premium sound premium audio premium audio system', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC /Saudi Specs,5,4WD,6,SUV,Automatic,Petrol,17,Yes,No,No,Saudi Arabia,2,,,Yes In Agency,,
Toyota Prado I4 2.7L TXL,"
SAR 168,000 ",2022 ,"5,000 KM","['Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'Bluetooth', 'premium sound premium audio premium audio system', 'Power foldable mirrors', 'Pre crash system pre crash safety system', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,7,4WD,4,SUV,Automatic,Petrol,17,Yes,No,No,Saudi Arabia,2,Sun Roof,Black,Yes In Agency,,
Mercedes CLS350 V6 3.5L AMG,"
SAR 80,000 ",2014 ,"259,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Leather Seats', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC /Saudi Specs,4,2WD,6,Sedan,Automatic,Petrol,18,Yes,1 accident,No,Saudi Arabia,1,Sun Roof,,,,
GMC Yukon V8 5.3L XL,"
SAR 70,000 ",2013 ,"82,000 KM","['dynamic radar cruise control', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches']",GCC /Saudi Specs,8,2WD,8,SUV,Automatic,Petrol,15,,1 accident,No,Saudi Arabia,1,,other,,,
Hyundai Accent I4 1.4L,"
SAR 23,000 ",2014 ,"158,000 KM","['fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC /Saudi Specs,5,2WD,4,Sedan,Automatic,Petrol,14,,1 accident,No,India,1,,,,,
Mazda 6 I4 2.5L,"
SAR 51,000 ",2018 ,"198,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Bluetooth', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Power foldable mirrors', 'LED Headlights', 'Emergency braking assist']",GCC /Saudi Specs,5,2WD,4,Sedan,Automatic,Petrol,17,,No,No,Saudi Arabia,1,,Blue,,,
Renault Koleos I4 2.5L,"
SAR 23,500 ",2015 ,"196,000 KM","['Cruise Control', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Bluetooth', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,5,4WD,4,SUV,Automatic,Petrol,R17,,1 accident,No,Egypt,1,,,,,
Mercedes GLK350 V6 3.5L 4matic,"
SAR 55,000 ",2013 ,"214,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Paddle shift', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Leather Seats', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Power foldable mirrors', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC /Saudi Specs,5,AWD,6,SUV,Automatic,Petrol,19,Yes,No,No,Saudi Arabia,1,Panoramic Roof,White,,,
Hyundai Elantra I4 2.0L GLS,"
SAR 34,000 ",2015 ,"150,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Bluetooth', 'premium sound premium audio premium audio system']",GCC /Saudi Specs,5,2WD,4,Sedan,Automatic,Petrol,١٧,,1 accident,No,Egypt,1,Sun Roof,White,Yes in Garage,,
BMW X5 V6 3.0L,"
SAR 110,000 ",2014 ,"62,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', '360 Degree Camera, rear view camera 360 view', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Ambient LED interior lighting', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Powered back door', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC /Saudi Specs,5,2WD,6,SUV,Automatic,Petrol,19,,No,No,Jordan,2,Panoramic Roof,Brown,Yes In Agency,,
Kia Sportage I4 2.4L,"
SAR 28,500 ",2012 ,"148,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Bluetooth']",GCC /Saudi Specs,5,AWD,4,SUV,Automatic,Petrol,17,,2 accidents,No,Egypt,2,Panoramic Roof,,,,
Nissan Patrol V8 5.6L Platinum,"
SAR 100,000 ",2014 ,"191,000 KM","['Graphical Head Up Display', 'front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'rear entertainment rear seat entertainment seatback video screens', 'premium sound premium audio premium audio system', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'Ambient LED interior lighting', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'Pre crash system pre crash safety system', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps']",GCC /Saudi Specs,9,4WD,8,SUV,Automatic,Petrol,20,,No,No,Saudi Arabia,2,Sun Roof,White,Yes In Agency,,
Mazda CX-9 I4 2.5L,"
SAR 122,000 ",2020 ,"27,000 KM","['Graphical Head Up Display', 'front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'dynamic radar cruise control', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'lane departure alert lane watch lane departure warning', 'Pre crash system pre crash safety system', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC /Saudi Specs,7,2WD,4,SUV,Automatic,Petrol,20,Yes,1 accident,No,Saudi Arabia,2,Sun Roof,Grey,,,
BMW X1 I4 2.0L sDrive 20i,"
SAR 78,000 ",2016 ,"155,000 KM","['Graphical Head Up Display', 'front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Ambient LED interior lighting', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power Lumbar', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC /Saudi Specs,5,2WD,4,SUV,Automatic,Petrol,١٨,Yes,1 accident,No,Saudi Arabia,2,Panoramic Roof,Black,,,
Mercedes C300 I4 2.0L Turbo,"
SAR 85,000 ",2015 ,"56,000 Miles","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'Bluetooth', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Ambient LED interior lighting', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'Electric Running Board', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps']",American Specs,5,2WD,4,Convertible,Automatic,Petrol,18,,No,No,,,,,,,
