Amenities,Bedrooms,Bathrooms,Area (m²),Furnished,Level,Ad Type,Type,Payment Option,price,title,location,Compound
"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",4,3,230,No,1,For Sale,Apartment,Cash,"2,500,000 EGP",فرصه امتلك شقتين للبيع بمدينتي تشطيبات فاخ...,Madinaty,Madinaty
,4,3,196,No,5,For Sale,Apartment,Cash,"2,800,000 EGP",شقة 196م للبيع الرحاب المرحله الخامسه فيو ...,Rehab City,Rehab City
,3,2,124,No,1,For Sale,Apartment,Cash,"1,475,000 EGP",شقه لقططه ١٢٤م للبييع///D,Madinaty,Madinaty
,3,2,170,No,9,For Sale,Apartment,Cash,"2,000,000 EGP",خلف الحديقه الدوليه مباشره 170م الترا سوبر...,Nasr City,
,3,3,162,,4,For Sale,Apartment,Cash,"2,400,000 EGP",موجود لدينا شقه تمليك بالرحاب ١٦٢ م دور ٤ ...,Rehab City,
"Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,200,No,4,For Sale,Apartment,Cash,"2,100,000 EGPnegotiable",فرصة لهواة التميز للبيع شقة200متر ببرج حدي...,Nasr City,
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Security,Covered Parking,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Elevator",4,2,250,Yes,3,For Sale,Apartment,Cash,"1,550,000 EGPnegotiable",شقه لقطه للبيع احمد فخري مدينة نصر,Nasr City,
"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,217,No,1,For Sale,Apartment,Cash,"9,000 EGPnegotiable",شقة سوبر لوكس,Obour City,
,3,3,164,,1,For Sale,Apartment,Cash,"2,200,000 EGP",فرصه للجادين موجود شقه للبيع بالرحاب ١٦٤ م...,Rehab City,
"Electricity Meter,Water Meter,Landline,Elevator",3,2,160,No,10+,For Sale,Apartment,Cash,"340,000 EGP",شقه سوبر لوكس تشطيب فندقى بالنذهه ٢ جسر ال...,Gesr Al Suez,
Balcony,1,1,60,No,2,For Sale,Apartment,Cash,"170,000 EGP",شقة 60متر مربع بالحى العاشر حجرة وصالة,Nasr City,
"Balcony,Electricity Meter,Water Meter,Landline",4,3,260,No,3,For Sale,Apartment,Cash,"10,000 EGPnegotiable",شقه للبيع فى النرجس 6فلات التجمع الخامس,New Cairo - El Tagamoa,
"Water Meter,Electricity Meter,Natural Gas,Balcony",2,1,100,No,5,For Sale,Apartment,Cash,"300,000 EGPnegotiable",شقه للبيع بالدور الخامس,Ain Shams,
"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Landline,Elevator",2,1,100,,3,For Sale,Apartment,Cash,"1,250,000 EGP",للاستثمار : شقة 100 متر للبيع بمدينتي b3,Madinaty,Madinaty
"Electricity Meter,Natural Gas",3,1,100,No,1,For Sale,Apartment,Cash,"300,000 EGP",شقة في الدور الاول تصلح عيادة او مكتب عين ...,Ain Shams,
,3,3,163,,1,For Sale,Apartment,Cash,"2,200,000 EGP",فرصه للجادين موجود شقه للبيع بالرحاب ١٦٤ م...,Rehab City,
,3,2,137,No,1,For Sale,Apartment,Cash,"1,800,000 EGP",موجود شقه للبيع بالرحاب مرحله رابعه ١٣٧ م ...,Rehab City,
"Balcony,Security,Covered Parking,Elevator",3,3,175,No,2,For Sale,Apartment,Cash,"1,397,000 EGPnegotiable",شقه 175 استلام فورى باقل سعر متر الاندلس,New Cairo - El Tagamoa,
"Electricity Meter,Water Meter,Natural Gas,Landline",2,1,100,No,3,For Sale,Apartment,Cash,"275,000 EGPnegotiable",شقه للبيع بالدور الثالث,Ain Shams,
,2,1,92,,1,For Sale,Apartment,Cash,"1,300,000 EGP",فرصه موجود شقه للبيع بالرحاب مرحله ٩٠ م دو...,Rehab City,
,2,1,90,Yes,3,For Sale,Apartment,Cash,"1,350,000 EGP",فرصه للجادين موجود شقه للبيع بالرحاب ٩٠ م ...,Rehab City,
,2,1,70,,2,For Sale,Apartment,Cash,"490,000 EGP",شقة شباب ٧٠م بالتجمع الثالث,New Cairo - El Tagamoa,
"Balcony,Private Garden,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,100,No,2,For Sale,Apartment,Cash,"600,000 EGP",شقه للبيع بالتجمع,New Cairo - El Tagamoa,Kattameya Gate
"Balcony,Built in Kitchen Appliances,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,1,96,,4,For Sale,Apartment,Cash,800 EGPnegotiable,شقه تشطيب سوبر لوكس بمساكن ضباط زهراء مدين...,Nasr City,
,3,3,155,,3,For Sale,Apartment,Cash,"1,900,000 EGP",فرصه للجادين موجود شقه للبيع بالرحاب مرحله...,Rehab City,
,3,3,209,No,1,For Sale,Apartment,Cash,"2,000,000 EGP",209م الترا سوبر لوكس بجولف سيتي العبور,New Cairo - El Tagamoa,
,3,2,170,No,2,For Sale,Apartment,Cash,"1,000,000 EGPnegotiable",شقه للبيع,Shorouk City,
"Security,Electricity Meter,Natural Gas,Landline,Elevator",2,1,82,No,3,For Sale,Apartment,Cash,"950,000 EGP",82متر B7تشطيبات خاصه خالصه الثمن والوديعه,Madinaty,Madinaty
"Balcony,Pets Allowed,Electricity Meter,Water Meter,Landline,Elevator",2,1,82,No,5,For Sale,Apartment,Cash,"1,000,000 EGPnegotiable",لهواه المساحات الجميله شقه للبيع في مدينتي...,Madinaty,Madinaty
,3,1,90,No,Highest,For Sale,Apartment,Cash,"700,000 EGP",شقه لقطه التجمع بسعر محروق,Nasr City,
"Security,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,152,No,1,For Sale,Apartment,Cash,"1,200,000 EGP",شقة للبيع 152 متر ( شقتين ) لاول مرة فى عم...,Nasr City,
"Built in Kitchen Appliances,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,85,No,5,For Sale,Apartment,Cash,"235,000 EGP",شقة سوبر كاملة المرافق,Basateen,
"Security,Electricity Meter,Water Meter",5,2,220,No,2,For Sale,Apartment,Cash,"1,250,000 EGPnegotiable",شقة دوبلكس ٢٢٠ متر,Downtown Cairo,
,2,1,70,No,1,For Sale,Apartment,Cash,"555,000 EGPnegotiable",شقه بالسكان الشباب التجمع الثالث,New Cairo - El Tagamoa,
,2,1,70,No,1,For Sale,Apartment,Cash,"530,000 EGP",شقة سوبر لوكس بجوار الجامعة الالمانية واكا...,New Cairo - El Tagamoa,
,3,2,130,,Ground,For Sale,Apartment,Cash,"420,000 EGP",شقة ١٣٠م دار مصر القرنفل ارضي,New Cairo - El Tagamoa,
"Balcony,Security,Pets Allowed,Elevator",3,2,133,No,5,For Sale,Apartment,Cash,"1,200,000 EGP",شقه ١٣٣ متر لقطه خالصة الثمن,Madinaty,Madinaty
"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,120,,2,For Sale,Apartment,Cash,"1,000,000 EGP",شقة للبيع في مصر الجديدة,Heliopolis,
"Balcony,Built in Kitchen Appliances,Private Garden,Central A/C & heating,Security,Covered Parking,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,160,No,Ground,For Sale,Apartment,Cash,"2,350,000 EGPnegotiable",للبيع بسعر لقطه وايد جاردن نموذج ٣٠٠ ارضي ...,Madinaty,Madinaty
Elevator,3,3,180,No,1,For Sale,Apartment,Cash,"950,000 EGP",شقة لقطة ب المعراج العلوي,Zahraa Al Maadi,
,2,1,100,,5,For Sale,Apartment,Cash,"275,000 EGP",شقه للبيع بمدينة قباء أرض ميدو,Shorouk City,
,3,2,200,No,5,For Sale,Apartment,Cash,"2,100,000 EGPnegotiable",شقه 200م بحرى للبيع عالواجهه خلف فلوريدا م...,Sheraton,
"Balcony,Security,Electricity Meter,Water Meter,Natural Gas",3,2,115,No,Ground,For Sale,Apartment,Cash,"5,030 EGPnegotiable",شقه للبيع في مدينة الشروق بدار مصر,Shorouk City,
"Balcony,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas",3,3,157,No,1,For Sale,Apartment,Cash,"2,000,000 EGP",شقه للبيع بالرحاب 157 متر بجوار النادى وال...,Rehab City,
,3,2,135,No,4,For Sale,Apartment,Cash,"1,480,000 EGP",للبيع شقة بمدينتي بسعر لقطة.,Madinaty,Madinaty
"Electricity Meter,Water Meter,Landline",3,1,100,No,Ground,For Sale,Apartment,Cash,"450,000 EGP",بيع شقه,Obour City,
"Balcony,Security,Pets Allowed",2,2,96,No,1,For Sale,Apartment,Cash,"800,000 EGP",شقه للبيع بسعر تجارررر يb11,Madinaty,Madinaty
,3,3,191,,Ground,For Sale,Apartment,Cash,"3,100,000 EGP",شقة بحديقة للبيع فيلدج جاردنز قطامية,New Cairo - El Tagamoa,VGK
"Balcony,Covered Parking,Security,Electricity Meter,Elevator",4,2,153,No,5,For Sale,Apartment,Cash,"1,500,000 EGPnegotiable",شقة 153 متر للبيع او الايجار بميدان رمسيس ...,Ramses + Ramses Extension,
,3,1,115,,1,For Sale,Apartment,Cash,"100,000 EGP",شقه للبيع في سكن مصر أرض المعارض موقع متمي...,New Cairo - El Tagamoa,
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Security,Covered Parking,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,157,,Ground,For Sale,Apartment,Cash,"2,150,000 EGP",شقه للبيع فى جالريا جاليريا مون فالى ارضى ...,New Cairo - El Tagamoa,Galleria Moon Valley
"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,135,No,2,For Sale,Apartment,Cash,"700,000 EGP",شقة 135 م المجاورة 7 في امتداد 15 مايو,Helwan,
"Electricity Meter,Water Meter,Landline",3,1,100,No,Ground,For Sale,Apartment,Cash,"450,000 EGPnegotiable",ام سامر,Obour City,
"Electricity Meter,Water Meter,Elevator",3,1,160,No,3,For Sale,Apartment,Cash,"1,500,000 EGP",لسرعة البيع,Nasr City,
"Electricity Meter,Water Meter,Landline",3,1,100,No,Ground,For Sale,Apartment,Cash,"450,000 EGPnegotiable",شقه للبيع,Obour City,
,3,2,170,No,10,For Sale,Apartment,Cash,"1,300,000 EGP",Mahdy Arafa street,Nasr City,Not in Compound
,3,2,131,No,4,For Sale,Apartment,Cash,"2,000,000 EGP",تمليك ١٣١ متر فيو وايد جاردن أمام السوق ال...,Rehab City,Rehab City
,3,3,300,Yes,4,For Sale,Apartment,Cash,"3,250,000 EGP",Apartment Fully Furnished شقة للبيع متشطبه...,New Cairo - El Tagamoa,Dreamland
"Balcony,Covered Parking,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Elevator",3,2,139,Yes,5,For Sale,Apartment,Cash,"2,368,600 EGP",139م سيليا CELIA سعر المتر17 الف النهر الا...,Rehab City,
"Balcony,Security,Pets Allowed,Elevator",3,2,116,No,2,For Sale,Apartment,Cash,"1,100,000 EGP",لقطة للبيع بتسهيلات فى B10 مساحة 116 متر,Madinaty,Madinaty
,2,1,90,,5,For Sale,Apartment,Cash,"285,000 EGP",شقه٩٠م للبيع عين شمس بجوار سنترال عين شمس ...,Ain Shams,
"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,140,No,2,For Sale,Apartment,Cash,"1,760,000 EGP",Apartment for sale maadi 140m street 263 ش...,Maadi,
"Balcony,Built in Kitchen Appliances,Maids Room,Electricity Meter,Water Meter",2,1,125,No,Ground,For Sale,Apartment,Cash,"980,000 EGPnegotiable",ارخص شقه للبيع بمصر الجديده ارض الجولف سوب...,Heliopolis,
"Electricity Meter,Natural Gas",3,1,100,,2,For Sale,Apartment,Cash,"420,000 EGPnegotiable",شقه للبيع,Maadi,
"Electricity Meter,Water Meter,Natural Gas,Landline",3,1,200,No,5,For Sale,Apartment,Cash,"1,250,000 EGP",شقة 200 م الترا سوبر لوكس م نصر,Nasr City,
,3,2,116,No,4,For Sale,Apartment,Cash,"1,350,000 EGP",شقه للبييع ١١٦م// D,Madinaty,Madinaty
"Balcony,Electricity Meter,Natural Gas",2,1,62,No,5,For Sale,Apartment,Cash,"240,000 EGP",شقه للبيع,Mokattam,
"Balcony,Security,Covered Parking,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas",4,3,250,No,3,For Sale,Apartment,Cash,"2,500,000 EGP",شقة 250 متر للبيع ف الرحاب سيتى,Obour City,Rehab City
"Balcony,Private Garden,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline",3,3,170,No,Ground,For Sale,Apartment,Cash,"1,700,000 EGP",شقة للبيع في كمبوند the square بسعر وهمي,Maadi,The Square
"Electricity Meter,Water Meter,Landline,Elevator",3,2,150,No,5,For Sale,Apartment,Cash,"500,000 EGPnegotiable",بيع شقة,Ain Shams,
"Balcony,Central A/C & heating,Water Meter,Natural Gas,Landline,Elevator",3,1,90,No,8,For Sale,Apartment,Cash,"220,000 EGP",شقه للبيع بالدواجن,Hadayek Helwan,
,2,1,100,No,5,For Sale,Apartment,Cash,"700,000 EGP",للبيع شقه بامتداد رمسيس ٢ مدينه نصر تاني ص...,Ramses + Ramses Extension,
,3,2,185,,2,For Sale,Apartment,Cash,"710,000 EGP",شقة للبيع الحي التاسع في العبور,Obour City,
,3,2,170,No,5,For Sale,Apartment,Cash,"1,200,000 EGPnegotiable",شقه بالروف في النرجس,New Cairo - El Tagamoa,
"Balcony,Electricity Meter,Water Meter,Natural Gas",2,1,85,No,2,For Sale,Apartment,Cash,"350,000 EGP",شقه للبيع بمعهد الحريه منشيه التحرير,Ain Shams,
"Balcony,Covered Parking,Maids Room,Pets Allowed,Private Garden,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,157,No,Ground,For Sale,Apartment,Cash,"2,450,000 EGP",اقل من سعر السوق شقة ارضي مع اكبر جاردن 23...,New Cairo - El Tagamoa,Galleria Moon Valley
"Balcony,Built in Kitchen Appliances,Security,Maids Room,Electricity Meter,Natural Gas,Landline,Elevator",6,3,335,No,4,For Sale,Apartment,Cash,"5,500,000 EGP",شقة 335م اللترا سوبر لوكس بعباس العقاد مدي...,Katameya,
,3,2,170,,7,For Sale,Apartment,Cash,"2,500,000 EGP",شقه للبيع ١٧٠ متر شارع الخليفه المأمون الر...,Heliopolis,
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Electricity Meter,Natural Gas,Landline,Elevator",2,1,110,No,10,For Sale,Apartment,Cash,"22,222,222 EGP",شقه للبيع,Nasr City,
"Electricity Meter,Water Meter",2,1,100,No,3,For Sale,Apartment,Cash,"170,000 EGP",شقه بسعر لقطه من المالك مباشره,Marg,
"Built in Kitchen Appliances,Electricity Meter,Elevator",3,2,140,Yes,8,For Sale,Apartment,Cash,"960,000 EGP",شقه تمليك بالحي الثامن مدينه نصر عمارات ال...,Helmeya al-Gadeda,
"Balcony,Security,Electricity Meter,Natural Gas,Elevator",2,1,145,No,3,For Sale,Apartment,Cash,"1,400,000 EGPnegotiable",شقه نصف تشطيب,Qasr al-Nil,
"Balcony,Electricity Meter,Natural Gas,Landline,Elevator",3,1,120,No,4,For Sale,Apartment,Cash,"1,000,000 EGP",شقه في مساكن الشيراتون,Sheraton,
"Balcony,Electricity Meter,Natural Gas,Landline,Elevator",3,2,180,No,7,For Sale,Apartment,Cash,"1,500,000 EGP",شقه للبيع مدينه نصر,Nasr City,
"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,250,No,2,For Sale,Apartment,Cash,"3,750,000 EGPnegotiable",شقة ٢٥٠ م٢ مصر الجديدة,Heliopolis,
,2,2,96,No,4,For Sale,Apartment,Cash,"1,100,000 EGP",96متر للبيع بمدينتي بسعر ممتاز وموقع رائع ...,Madinaty,Madinaty
,3,2,196,No,2,For Sale,Apartment,Cash,"2,600,000 EGP",شقة للبيع كمبوند جاليريا التجمع الخامس,New Cairo - El Tagamoa,Galleria
"Balcony,Built in Kitchen Appliances,Electricity Meter,Water Meter,Landline,Elevator",2,1,110,No,7,For Sale,Apartment,Cash,"600,000 EGP",سوبر لوكس دقيقة من جسر السويس . ناصية منشي...,Gesr Al Suez,
"Balcony,Built in Kitchen Appliances,Private Garden,Central A/C & heating,Pool,Electricity Meter,Water Meter,Landline,Elevator",3,2,180,No,8,For Sale,Apartment,Cash,"1,400,000 EGPnegotiable",شقه للبيع اللقطه بمدينه نصر اول سكن برج حد...,Nasr City,
,3,2,160,,4,For Sale,Apartment,Cash,"960,000 EGPnegotiable",شقه لقطه سوبر لوكس المقطم,Mokattam,
"Balcony,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,110,No,1,For Sale,Apartment,Cash,"800,000 EGP",شقه للبيع,Hadayek al-Kobba,
,3,2,135,,4,For Sale,Apartment,Cash,"1,650,000 EGP",بمدينتي شقة ١٣٥ م نموذج ٢٠٠ موقع مميز وفيو...,Madinaty,Madinaty
,3,3,171,No,4,For Sale,Apartment,Cash,"1,950,000 EGPnegotiable",للبيع شقه بالرحاب 171م بالمرحله الأفضـــل,Rehab City,
"Balcony,Covered Parking,Natural Gas,Landline",2,1,100,No,1,For Sale,Apartment,Cash,"750,000 EGPnegotiable",شقة رائعة سوبر لوكس للبيع بأمتداد رمسيس ٢,Ramses + Ramses Extension,
"Balcony,Elevator",3,2,190,No,7,For Sale,Apartment,Cash,"1,700,000 EGP",شقة للبيع,Heliopolis,
Landline,3,1,110,No,4,For Sale,Apartment,Cash,"320,000 EGP",شقة للبيع,Maadi,
Balcony,2,1,76,No,5,For Sale,Apartment,Cash,"210,000 EGP",شقه للبيع بمدينه ١٥مايو٧٦متر,Helwan,
"Balcony,Built in Kitchen Appliances,Pool,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,115,,3,For Sale,Apartment,Cash,"2,300,000 EGPnegotiable",شقة لقطة فى الزمالك بسعر محصلش,Zamalek,
"Balcony,Built in Kitchen Appliances,Security,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,160,No,3,For Sale,Apartment,Cash,"1,350,000 EGPnegotiable",للبيع شقه علي ش حسنين هيكل الرئيسي مساحه 1...,Nasr City,
"Balcony,Security,Electricity Meter,Natural Gas,Landline",3,1,140,No,2,For Sale,Apartment,Cash,"640,000 EGP",شقة بنزهة العبور الحي ٨ اول مالك من ش. مصر...,Obour City,
"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,120,No,2,For Sale,Apartment,Cash,"780,000 EGP",شقه نص تشطيب للبيع بكمبوند لاروز 2 التجمع ...,New Cairo - El Tagamoa,
"Balcony,Built in Kitchen Appliances,Security,Covered Parking,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,165,No,4,For Sale,Apartment,Cash,"1,250,000 EGP",شقه 165 متر تطل على سيتى سنتر مكرم عبيد وع...,Nasr City,
"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,145,No,3,For Sale,Apartment,Cash,"1,680,000 EGP",بمدينتي شقة ١٤٥ b6,Madinaty,Madinaty
"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Elevator",3,3,202,No,2,For Sale,Apartment,Cash,"2,200,000 EGP",شقة لقطة للبيع كنبوند ماونتن فيو هايد بارك...,New Cairo - El Tagamoa,Mountain View Hyde Park
Balcony,3,2,135,No,Ground,For Sale,Apartment,Cash,"950,000 EGP",١٣٥ للبيع محلية٧ ارض مرتفع جدا ثلاث نواصي ...,New Cairo - El Tagamoa,Not in Compound
,3,3,162,,3,For Sale,Apartment,Cash,"2,100,000 EGP",للبيع شقه ١٦٢م رحاب٢ بسعر لقطه بجوار المول...,Rehab City,
"Balcony,Security,Covered Parking,Pets Allowed,Natural Gas,Landline",3,1,135,No,1,For Sale,Apartment,Cash,"1,100,000 EGP",للبيع شقه نص تشطيب خلف الوتر واي مباشره,New Cairo - El Tagamoa,
