title,location,bedrooms,bathrooms,area,price,compound,location_neighborhood,location_city,Partly_furnished,Security,Balcony,Shared_Gym,Networked,Shared_Pool,View_of_Water,View_of_Landmark,Children's_Play_Area,Barbecue_Area,Covered_Parking,Shared_Spa,Unfurnished,Kitchen_Appliances,Central_A/C,Children's_Pool,Concierge,Built_in_Wardrobes,Lobby_in_Building,Study,Walk-in_Closet,Pets_Allowed,Maid_Service,Private_Garden,Maids_Room,Private_Gym,Private_Jacuzzi,Private_Pool,Furnished
Prime location Apartment with good Price in MVHP,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,199,2250000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"Apartment in Madinaty, next to the Business Center and the Eastern Market","Madinaty, Cairo",4,3,230,2150000.0,0,Madinaty,Madinaty,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Apartment 179 + 13 green terrace wide view  Dejoya,"De Joya, New Capital Compounds, New Capital City, Cairo",3,3,179,1790000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Apartment with garden for sale at eastown sodic,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,154,2773000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
Pay 180K And Own Your Apt150m With Installment 11Y,"Sueno, New Capital Compounds, New Capital City, Cairo",3,3,150,1650000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
Apartment for sale in Midtown Sky New Capital,"Midtown Sky, New Capital Compounds, New Capital City, Cairo",2,1,90,555000.0,1,New Capital Compounds, New Capital City,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Apartment for sale 158m in Taj City New Cairo,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,158,270000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"Apartments for sale 15% discount with a price of a meter starting 7950, a payment of up to 7 years","Jnoub, New Capital Compounds, New Capital City, Cairo",3,3,150,1322000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
5th square-apartment -ground-3 beds-prime loc-fin,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,166,3500000.0,0,North Investors Area, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment For Sale Maadi Sarayat-Cairo  super lux.,"Sarayat Al Maadi, Hay El Maadi, Cairo",3,3,300,3000000.0,0,Sarayat Al Maadi, Hay El Maadi,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Own your apartment with the lowest down payment .,"Degla Towers, Nasr City Compounds, Nasr City, Cairo",3,1,104,681850.0,1,Nasr City Compounds, Nasr City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Apartment In Midtown Condo New Capital 210m,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",3,2,210,1640000.0,1,New Capital Compounds, New Capital City,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
Apartment for sale in zahraa elmaadi 150m .,"7th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",3,2,150,1500000.0,0,Zahraa El Maadi, Hay El Maadi,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Own your apartment with the lowest down payment .,"Degla Towers, Nasr City Compounds, Nasr City, Cairo",3,1,109,779580.0,1,Nasr City Compounds, Nasr City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Apartment for sale in zahraa elmaadi 200m .,"6th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",3,3,200,1700000.0,0,Zahraa El Maadi, Hay El Maadi,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Apartment 125m in Bait Alwatan of the Fifth Avenue,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,1,125,743000.0,0,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Apartment 230 m At Al Baron Palace Prime Location,"Tanfez Al Ahkam St., Zahraa El Maadi, Hay El Maadi, Cairo",3,3,230,2300000.0,0,Zahraa El Maadi, Hay El Maadi,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Finished Apartment For Sale In New Capital|18%Disc.,"Capital Heights 2, New Capital Compounds, New Capital City, Cairo",3,3,118,1576583.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment |Mivida|Boulevard|installments|Fully Finished,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,167,2614000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ground apartment for sale 220m fully finished at uptown cairo,"The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo",3,3,220,5555000.0,0,Uptown Cairo, Mokattam,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0
Fully Finished Apartment In Patio 7 For Sale Discount Cash 30 %,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,110,2000000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Fully finished apartment for sale at a privileged price in Madinaty.,"Madinaty, Cairo",2,1,70,860000.0,0,Madinaty,Madinaty,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Apartment 200 m 10% down payment /25% discount,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,4,200,1736000.0,1,New Capital Compounds, New Capital City,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Apartment 145m new phase in castle land mark,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",2,2,145,1450000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Corner Apartment 133m  For Sale In cairo Festival,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2,2,133,3000000.0,0,North Investors Area, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Apartment fully finished for sale in Up town Cairo,"The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo",3,3,239,4900000.0,0,Uptown Cairo, Mokattam,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Villa 4 Sale In Pk1 Wz Penthouse N Prime Location.,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",5,4,800,12000000.0,1,El Katameya, New Cairo City,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Apartment in castle land mark 10 years installment,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,3,200,1770000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
For sale ground floor on view in galleria,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3,3,170,2650000.0,0,South Investors Area, New Cairo City,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Apartment for sale in Grand city compound 215m .,"Grand City, Zahraa El Maadi, Hay El Maadi, Cairo",4,3,215,2300000.0,1,Zahraa El Maadi, Hay El Maadi,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Lowest price apartment 132 M in Cairo Festival City,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2,2,132,2950000.0,0,North Investors Area, New Cairo City,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0
Own your apartment with a 10% dp  in Castle Landmark,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,2,160,1920000.0,1,New Capital Compounds, New Capital City,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Hot & Prime location Zero Over - 154 Meter Eastown,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,154,2530000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
APARTMENT IN ZED EAST/NEW CAIRO/8YEARS INSTALLMENT,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1,1,63,2000000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0
Apartment 240 m for sale at El Korba Heliopolis.,"Al Thawra St., El Korba, Heliopolis - Masr El Gedida, Cairo",3,2,240,3700000.0,0,El Korba, Heliopolis - Masr El Gedida,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Uptown Cairo Apartment for sale 217meters,"The Sierras, Uptown Cairo, Mokattam, Cairo",3,3,217,3900000.0,0,Uptown Cairo, Mokattam,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0
Apartment 197m Lowest Price in Lakeview Residence,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,197,2800000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"Book your apartment in the New Administrative Capital, Castle Landmark","Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,2,150,1584400.0,1,New Capital Compounds, New Capital City,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Your apartment with 10% downpayment and 10 years installments in Castle Landmark.,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,3,174,2088000.0,1,New Capital Compounds, New Capital City,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
apartment 155 m with garden 85 m in eastown,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,4,155,2650000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Own your apartment with a 10% dp  in TRUE.,"Aal Othman St., 10th District, Nasr City, Cairo",3,2,108,746580.0,0,10th District, Nasr City,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Apartment for sale 205 meters in Tijan Compound,"Tijan, Zahraa El Maadi, Hay El Maadi, Cairo",3,3,205,2200000.0,1,Zahraa El Maadi, Hay El Maadi,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Your apartment with 10% down payment and up to 10 years installments in Castle Landmark,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,2,245,2980000.0,1,New Capital Compounds, New Capital City,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Your apartment with 10% down payment and up to 10 years installments in Castle Landmark,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,2,175,2100000.0,1,New Capital Compounds, New Capital City,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Mivida Crescent Apartment with Garden for Sale,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,243,6500000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
buy apartment 235 m² with downpayment 141000 EGP,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,3,235,141000.0,0,The 5th Settlement, New Cairo City,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Apartment For Sale in Prime Location 274M at MVHP,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,274,2600000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0
Apartment (255) meters for Sale in Eastown Sodic,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,255,4100000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0
Apartment272m in New Cairo with Under market price,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,272,3150000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50% cash discount amazing apartment at sarai,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,2,182,2622000.0,1,Mostakbal City Compounds, Mostakbal City - Future City,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Own amazing Apartment in one Kattameya,"One Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",3,2,137,1500000.0,1,El Katameya, New Cairo City,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Castle Landmark over 12 years equal installments,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,3,177,1780000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
AlBurouj-apartment 3 bds-finished-5 %DP 14 years .,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3,3,182,155000.0,1,El Shorouk Compounds, Shorouk City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment for sale in the thirteenth part,"13th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",2,2,170,1250000.0,0,Zahraa El Maadi, Hay El Maadi,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Finished corner Apartment - CFC Under market price,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2,2,134,3300000.0,0,North Investors Area, New Cairo City,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Typical floor  Apartment in Eastown Good Location,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,191,3481000.0,1,The 5th Settlement, New Cairo City,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
Great Offer 5% and 8 years La Vista City  !,"La Vista City, New Capital Compounds, New Capital City, Cairo",3,2,230,5800000.0,1,New Capital Compounds, New Capital City,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0
Apartment for Sale In Madinaty Garden View.,"Madinaty, Cairo",2,1,107,985000.0,0,Madinaty,Madinaty,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Apartment for sale 10 years installments Bloomfields,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2,125,1600000.0,1,Mostakbal City Compounds, Mostakbal City - Future City,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"With 15% downpayment, book your unit in TRUE Nsr Cit.","Aal Othman St., 10th District, Nasr City, Cairo",3,1,104,650380.0,0,10th District, Nasr City,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ِApartment with Ultra super finishing for sale at patio7,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,150,3150000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
شقة 280م2 للبيع بشارع حسن شريف الرئيسى مدينة نصر..,"Dr Hassan Al Sherif St., 8th Zone, Nasr City, Cairo",4,3,280,2600000.0,0,8th Zone, Nasr City,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Own your apartment in installments up to 7 years in TRUE Compound.,"Aal Othman St., 10th District, Nasr City, Cairo",3,2,109,713700.0,1,10th District, Nasr City,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Your apartment 170 m ground with garden Fifth Avenue and premium up to 36 months,"Grand Cesar, South Investors Area, New Cairo City, Cairo",3,2,170,1530000.0,0,South Investors Area, New Cairo City,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Apartment for sale 125 meters seventh part Elmaadi,"7th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",2,2,125,980000.0,0,Zahraa El Maadi, Hay El Maadi,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
155m Apt with 85m garden for sale in SODIC EASTOWN,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,4,155,2650000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
Apartment for sale in MVHP direct on Majestic Lake,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,274,2850000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
الأن احجز بالمرحلة التانية من مشروعTRUE بمدينة نصر,"True, Nasr City Compounds, Nasr City, Cairo",3,2,108,681660.0,1,Nasr City Compounds, Nasr City,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
القاهره الجديده - مدينتي - المرحله العاشره B10,"Madinaty, Cairo",3,3,200,3000000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
الأن احجز بالمرحلة التانية من مشروعTRUE بمدينة نصر,"True, Nasr City Compounds, Nasr City, Cairo",3,2,104,671360.0,1,Nasr City Compounds, Nasr City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
apartment in the fabulous location (Egypt),"Abd Al Aziz Aal Seoud St., El Manial, Hay El Manial, Cairo",3,4,365,2000000.0,0,El Manial, Hay El Manial,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
شقه 250 م الترا لوكس على شارع مصطفى النحاس الرئيسي,"Mostafa Al Nahas St., 6th Zone, Nasr City, Cairo",3,3,250,2200000.0,0,6th Zone, Nasr City,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
الأن احجز بالمرحلة التانية من مشروعTRUE بمدينة نصر,"True, Nasr City Compounds, Nasr City, Cairo",2,1,95,646000.0,1,Nasr City Compounds, Nasr City,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ستديو 70 متر استلام خلال سنتين بمقدم 110 الف,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",0,1,70,110000.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة بمميزات الفيلا بأرقى مجتمعات القاهرة الجديدة,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,150,3350566.0,1,The 5th Settlement, New Cairo City,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
شقة 3 غرف استلام خلال سنتين بمقدم 240 الف,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,155,240000.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ارخص شقة في العاصمة  في اكبر كمبوند داخل ال R7,"Midtown Sky, New Capital Compounds, New Capital City, Cairo",2,1,90,495000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
ادفع 10% وقسط الباقى على 10 سنه,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",1,1,80,1000000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0
Book your apartment in true compound Nasr Ciy.,"Aal Othman St., 10th District, Nasr City, Cairo",3,2,104,718565.0,1,10th District, Nasr City,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Apartment 150m for sale in Sueno New Capital,"Sueno, New Capital Compounds, New Capital City, Cairo",3,3,150,1650000.0,1,New Capital Compounds, New Capital City,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0
"Apartment 157m Serrano New capital,R7, Exclusive","Serrano, New Capital Compounds, New Capital City, Cairo",3,3,157,1700000.0,1,New Capital Compounds, New Capital City,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Apartment 135m in Hyde Park -10 years installments,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,135,2100000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Book your unit now with 0 down payment over 8years,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,175,3200000.0,1,The 5th Settlement, New Cairo City,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Own apartment127m at50% discount in Saray Compound,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2,127,1954675.0,1,Mostakbal City Compounds, Mostakbal City - Future City,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Apartment 190m for sale new capital  25% discount,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,3,190,1700250.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
Ready to move apt. at lakeview residence New Cairo,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,268,4085550.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
Apartments150ة fully finished installment over 11y,"Sueno, New Capital Compounds, New Capital City, Cairo",3,3,151,1661000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
شقه للبيع مدينه نصر بموقع متميز جدا وسعر مميز,"Makram Ebeid St., 6th Zone, Nasr City, Cairo",3,2,180,1500000.0,0,6th Zone, Nasr City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ارضي بحديقة الاندلس الجديدة استلام فوري بالتتقسيط,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3,2,162,1494400.0,0,Al Andalus District, New Cairo City,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
شقة للبيع 209 متر في بيت الوطن التجمع الخامس,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,3,209,1532550.0,0,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
اخر وحدتين بالتشطيب بسعر متر 11 الف وبتقسيط 11 سنة,"R7, New Capital City, Cairo",3,2,150,1680000.0,0,R7, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
شقة تقسيط 10سنوات امام اكبر حديقة مركزية بالعاصمة,"Menorca, New Capital Compounds, New Capital City, Cairo",3,3,160,1536000.0,1,New Capital Compounds, New Capital City,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
بمقدم 292 الف شقة غرفتين بكمبوند بورتو هيلوبوليس,"Porto Heliopolis, Almazah, Heliopolis - Masr El Gedida, Cairo",2,1,130,292000.0,0,Almazah, Heliopolis - Masr El Gedida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
امتلك شقة 175م بجوار الحى الدبلوماسى بسعر متر 8000,"Catalan, New Capital Compounds, New Capital City, Cairo",3,3,175,1400000.0,1,New Capital Compounds, New Capital City,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
شقة امام فندق هيلتون و فندق كمبنسكي تقسيط 10سنوات,"Menorca, New Capital Compounds, New Capital City, Cairo",2,2,129,1315000.0,1,New Capital Compounds, New Capital City,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
