title,price,location,property_type,bedrooms,bathrooms,area,amenities,creattion_date
apartment for sale in eastown  --  (  sodic ),"
          2,600,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,164 sqm,"['Unfurnished', 'Security', 'Concierge', 'Lobby in Building', 'Balcony']",Listed:2 days ago
Delivered Apartment at Eastown with installments,"
          2,184,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,154 sqm,"['Unfurnished', 'Security', 'Maids Room', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 day ago
"Apartment 139m, in Zed East, Installments 96 month","
          3,385,000
              EGP  ","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,139 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Covered Parking', 'Shared Spa']",Listed:1 day ago
Own your apartment in Castle Landmark New Capital,"
          1,200,000
              EGP  ","Castle Landmark, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,120 sqm,"['Unfurnished', 'Security', 'View of Water', 'View of Landmark']",Listed:1 day ago
"Last studio 70m Dejoya New Capital, installment10y","
          950,000
              EGP  ","De Joya, New Capital Compounds, New Capital City, Cairo",Apartment,1 ,1 ,70 sqm,"['Unfurnished', 'Security', 'Balcony', 'Networked', 'View of Landmark', 'Shared Spa']",Listed:2 days ago
Apartment for sale in zahraa elmaadi 200m .,"
          1,550,000
              EGP  ","Darna, Zahraa El Maadi, Hay El Maadi, Cairo",Apartment,3 ,2 ,200 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:2 days ago
Own your apartment in the heart of the new capital,"
          1,629,600
              EGP  ","Menorca, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,168 sqm,"['Unfurnished', 'Security', 'Concierge', 'Maid Service', 'Balcony', 'Shared Gym', 'Maids Room', 'Study', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Covered Parking', 'Shared Spa']",Listed:1 day ago
Apartment for sale ground floor with private garden,"
          2,400,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,127 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Concierge', 'Maid Service', 'Lobby in Building', 'Shared Gym', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:1 hour ago
Apartment  for Sale in mivida | Emaar | with Garden,"
          3,380,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,159 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Maid Service', 'Built in Wardrobes', 'Balcony', 'Shared Gym', 'Study', 'Networked', 'Shared Pool', 'View of Landmark', 'Covered Parking', 'Shared Spa']",Listed:1 day ago
Fully finished 190 meter apartment in West Arabella,"
          2,250,000
              EGP  ","West Arabella, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,190 sqm,"['Furnished', 'Concierge', 'Balcony', 'Walk-in Closet', 'Networked', 'Pets Allowed', 'View of Landmark']",Listed:23 hours ago
Apartment 160 m in Village gardens Katameya compound,"
          1,600,000
              EGP  ","Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,160 sqm,"['Unfurnished', 'Security', 'Balcony', 'Pets Allowed', 'View of Landmark', 'Covered Parking']",Listed:1 day ago
apartment sale or rent maadi cornish fully furnished,"
          2,650,000
              EGP  ","Cornish El Nile St., Maadi, Hay El Maadi, Cairo",Apartment,2 ,2 ,180 sqm,"['Furnished', 'Kitchen Appliances', 'Central A/C', 'Security', 'Concierge', 'Balcony', 'Networked', 'View of Water', 'Covered Parking']",Listed:2 hours ago
Apartment For Sale in Eastown View Park 8 acres DIRECTLY,"
          3,300,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,210 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Concierge', 'Balcony', 'Shared Gym', 'Maids Room', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', ""Children's Play Area"", 'Shared Spa']",Listed:19 hours ago
Apartment for Sale In Al Rehab 118m² ultra lux .,"
          1,650,000
              EGP  ","Nizar Kabani St., Rehab City First Phase, Al Rehab, New Cairo City, Cairo",Apartment,3 ,2 ,118 sqm,"['Unfurnished', 'Security', 'Balcony', 'Shared Pool', 'Pets Allowed', 'View of Landmark', 'Covered Parking', 'Shared Spa']",Listed:2 days ago
Pay 149K And Own Apt 143m With Installments 8 Y .,"
          1,490,000
              EGP  ","R7, New Capital City, Cairo",Apartment,3 ,3 ,143 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Lobby in Building', 'Balcony', 'Shared Gym', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:3 days ago
aprtment fully finished with full kitchen in the waterway,"
          4,880,000
              EGP  ","The Water Way, North Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,163 sqm,[],Listed:22 hours ago
Apartment | Mivida | Boulevard | Fully Finished,"
          4,300,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,1 ,209 sqm,"['Unfurnished', 'Security', 'Maid Service', 'Built in Wardrobes', 'Balcony', 'Shared Gym', 'Study', 'Networked', 'Shared Pool', 'View of Landmark', ""Children's Play Area"", 'Covered Parking', 'Shared Spa']",Listed:2 days ago
Hot Deal Apartment for sale 155M Eastown Sodic,"
          3,000,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,155 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:3 days ago
Apartment fully finished for sale in the water way compound,"
          6,750,000
              EGP  ","The Water Way, North Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,212 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Balcony', 'Study', 'Walk-in Closet', 'Networked', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area""]",Listed:20 hours ago
own your apartment at castle landmark with down payment 10 %,"
          2,157,000
              EGP  ","Castle Landmark, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,225 sqm,[],Listed:22 hours ago
apartment for sale at de joya new capital with 10 % down payment,"
          1,425,000
              EGP  ","De Joya, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,2 ,150 sqm,[],Listed:20 hours ago
Apartment for sale in zahraa el maadi 205m .,"
          1,500,000
              EGP  ","Corniche St., El Mearag City, Zahraa El Maadi, Hay El Maadi, Cairo",Apartment,3 ,3 ,205 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Networked', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:2 days ago
apartment for sale uptown cairo 140SQM,"
          3,600,000
              EGP  ","The Sierras, Uptown Cairo, Mokattam, Cairo",Apartment,2 ,3 ,140 sqm,"['Unfurnished', 'Central A/C', 'Security', 'Balcony', 'Shared Pool', 'View of Landmark']",Listed:2 days ago
197 m new Andalus immediate receipt - 3 years inst,"
          1,793,600
              EGP  ","Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",Apartment,3 ,2 ,197 sqm,"['Unfurnished', 'Security', 'Concierge', 'Study', 'Walk-in Closet', 'Networked', 'View of Landmark', 'Covered Parking']",Listed:1 day ago
Own your apartment with the lowest down payment .,"
          634,400
              EGP  ","Degla Towers, Nasr City Compounds, Nasr City, Cairo",Apartment,3 ,1 ,104 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Private Jacuzzi', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Private Gym', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Private Pool', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 day ago
Apartment for sale in zahraa elmaadi 140m .,"
          1,200,000
              EGP  ","7th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",Apartment,2 ,1 ,140 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area""]",Listed:2 days ago
Apartment for sale in zahraa elmaadi 125m .,"
          980,000
              EGP  ","7th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",Apartment,2 ,2 ,125 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:2 days ago
Apartment for sale in zahraa elmaadi 170m .,"
          1,400,000
              EGP  ","6th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",Apartment,3 ,2 ,170 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:2 days ago
Prime location Apartment with good Price in MVHP,"
          2,250,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,199 sqm,"['Unfurnished', 'Security', 'Balcony', 'Study', 'Walk-in Closet', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:2 days ago
"Apartment in Madinaty, next to the Business Center and the Eastern Market","
          2,150,000
              EGP  ","Madinaty, Cairo",Apartment,4 ,3 ,230 sqm,"['Unfurnished', 'Private Jacuzzi', 'Security', 'Balcony', 'Shared Gym', 'Walk-in Closet', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:23 hours ago
Apartment 179 + 13 green terrace wide view  Dejoya,"
          1,790,000
              EGP  ","De Joya, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,179 sqm,"['Unfurnished', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Private Gym', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Private Pool', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:2 days ago
Apartment with garden for sale at eastown sodic,"
          2,773,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,154 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Balcony', 'Shared Gym', 'Maids Room', 'Pets Allowed', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:2 days ago
Pay 180K And Own Your Apt150m With Installment 11Y,"
          1,650,000
              EGP  ","Sueno, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,150 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Lobby in Building', 'Balcony', 'Shared Gym', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:2 days ago
Apartment for sale in Midtown Sky New Capital,"
          555,000
              EGP  ","Midtown Sky, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,1 ,90 sqm,"['Unfurnished', 'Security', 'Pets Allowed', 'View of Water', 'View of Landmark']",Listed:2 days ago
Apartment for sale 158m in Taj City New Cairo,"
          270,000
              EGP  ","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,158 sqm,"['Unfurnished', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Study', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:2 days ago
"Apartments for sale 15% discount with a price of a meter starting 7950, a payment of up to 7 years","
          1,322,000
              EGP  ","Jnoub, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,150 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Concierge', 'Maid Service', 'Balcony', 'Shared Gym', 'Study', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:18 hours ago
5th square-apartment -ground-3 beds-prime loc-fin,"
          3,500,000
              EGP  ","Fifth Square, North Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,166 sqm,[],Listed:1 hour ago
Apartment For Sale Maadi Sarayat-Cairo  super lux.,"
          3,000,000
              EGP  ","Sarayat Al Maadi, Hay El Maadi, Cairo",Apartment,3 ,3 ,300 sqm,"['Partly furnished', 'Kitchen Appliances', 'Central A/C', 'Security', 'Balcony', 'Networked', 'Covered Parking']",Listed:3 hours ago
Own your apartment with the lowest down payment .,"
          681,850
              EGP  ","Degla Towers, Nasr City Compounds, Nasr City, Cairo",Apartment,3 ,1 ,104 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Private Jacuzzi', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Private Gym', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Private Pool', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 day ago
Apartment In Midtown Condo New Capital 210m,"
          1,640,000
              EGP  ","Midtown Condo, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,2 ,210 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Concierge', 'Lobby in Building', 'Balcony', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:1 day ago
Apartment for sale in zahraa elmaadi 150m .,"
          1,500,000
              EGP  ","7th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",Apartment,3 ,2 ,150 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:2 days ago
Own your apartment with the lowest down payment .,"
          779,580
              EGP  ","Degla Towers, Nasr City Compounds, Nasr City, Cairo",Apartment,3 ,1 ,109 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Private Jacuzzi', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Private Gym', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Private Pool', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 day ago
Apartment for sale in zahraa elmaadi 200m .,"
          1,700,000
              EGP  ","6th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",Apartment,3 ,3 ,200 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:2 days ago
Apartment 125m in Bait Alwatan of the Fifth Avenue,"
          743,000
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,1 ,125 sqm,"['Unfurnished', 'Concierge', 'Pets Allowed', 'View of Landmark']",Listed:3 days ago
Apartment 230 m At Al Baron Palace Prime Location,"
          2,300,000
              EGP  ","Tanfez Al Ahkam St., Zahraa El Maadi, Hay El Maadi, Cairo",Apartment,3 ,3 ,230 sqm,"['Unfurnished', 'Security', 'Concierge', 'Balcony', 'Pets Allowed', 'View of Landmark']",Listed:2 days ago
Finished Apartment For Sale In New Capital|18%Disc.,"
          1,576,583
              EGP  ","Capital Heights 2, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,118 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Study', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 day ago
